,Unnamed: 0,song name,song singer,song country,song country capital,event year,event country,song lyrics,song music,count participant in the event,amount of participant until this year,victories until this year,number song semi final,place semi final,score semi final,higher point in semi final,smaller point in_semi final,count country semi final,count country vote semi final,count country given semi final,day in week semi final,was in final or not,number song final,place final,score final,higher point in final,smaller point in final,count country final,count country vote final,count country given final,day in week final,song broadcaster,perform on internet,count music,count lyrics,until now be in final,win year before,reached the winning trio
1269,1269,De Mallemolen,Heddy Lester,Netherlands,Amsterdam,1977,London,Wim Hogenkamp,Frank Affolter,18,22,4,-,-,-,-,-,-,-,-,-,1,3,12,35,10,1,18,9,10,Saturday,Nederlandse Omroep Stichting,0,1,1,20,0,0
1270,1270,Casanova,Anita Skorgan,Norway,Oslo,1977,London,Dag Nordtømme,Svein Strugstad,18,16,0,-,-,-,-,-,-,-,-,-,1,5,14,18,5,1,18,6,10,Saturday,Norsk rikskringkasting,0,1,1,16,0,0
1271,1271,Portugal No Coração,Os Amigos,Portugal,Lisbon,1977,London,José Carlos Ary dos Santos,Fernando Tordo,18,12,0,-,-,-,-,-,-,-,-,-,1,8,14,18,6,1,18,6,10,Saturday,Radiotelevisão Portuguesa,0,1,1,12,0,0
1272,1272,Enseñame A Cantar,Micky,Spain,Madrid,1977,London,-,Fernando Arbex,18,16,2,-,-,-,-,-,-,-,-,-,1,14,9,52,7,1,18,10,10,Saturday,Televisión Española,0,1,0,16,0,0
1273,1273,Beatles,Forbes,Sweden,Stockholm,1977,London,Sven-Olof Bagge,Claes Bure,18,16,1,-,-,-,-,-,-,-,-,-,1,13,18,2,2,2,18,1,10,Saturday,SR,0,1,1,16,0,0
1274,1274,Swiss Lady,Pepe Lienhard Band,Switzerland,Bern,1977,London,-,Peter Reber,18,22,1,-,-,-,-,-,-,-,-,-,1,12,6,71,10,4,18,11,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,0,20,0,0
1275,1275,Rock Bottom,Lynsey de Paul and Mike Moran,United Kingdom,London,1977,London,-,"Lynsey de Paul, Mike Moran",18,19,3,-,-,-,-,-,-,-,-,-,1,9,2,121,12,2,18,14,10,Saturday,British Broadcasting Corporation,0,2,0,19,1,1
1276,1276,My Little World,Waterloo and Robinson,Austria,Vienna,1976,The Hague,-,Gerhard Heinz,18,14,1,-,-,-,-,-,-,-,-,-,1,14,5,80,10,2,18,14,10,Saturday,Österreichischer Rundfunk,0,1,0,14,0,0
1277,1277,Judy Et Cie.,Pierre Rapsat,Belgium,Brussels,1976,The Hague,Eric van Hulse,Pierre Rapsat,18,21,0,-,-,-,-,-,-,-,-,-,1,6,8,68,12,1,18,11,10,Saturday,RTB,0,1,1,19,0,0
1278,1278,Pump-pump,Fredi and The Friends,Finland,Helsinki,1976,The Hague,Matti Siitonen,Vexi Salmi,18,14,0,-,-,-,-,-,-,-,-,-,1,11,11,44,7,1,18,9,10,Saturday,Yleisradio,0,1,1,14,0,0
1279,1279,"Un, Deux, Trois",Catherine Ferry,France,Paris,1976,The Hague,Jean Paul Cara,Tony Rallo,18,20,4,-,-,-,-,-,-,-,-,-,1,17,2,147,12,3,18,17,10,Saturday,TF1,0,1,1,18,0,1
1280,1280,"Sing, Sang, Song",Les Humphries Singers,Germany,Berlin,1976,The Hague,Kurt Hertha,Ralph Siegel,18,21,0,-,-,-,-,-,-,-,-,-,1,3,15,12,3,1,18,6,10,Saturday,ARD,0,1,1,19,0,0
1281,1281,"Panaghia Mou, Panaghia Mou",Mariza Koch,Greece,Athens,1976,The Hague,Michael Fotiades,Mariza Koch,18,1,0,-,-,-,-,-,-,-,-,-,1,10,13,20,8,1,18,5,10,Saturday,Elliniki Radiophonia Tileorassi,0,1,1,1,0,0
1282,1282,When,Red Hurley,Ireland,Dublin,1976,The Hague,-,Brendan J. Graham,18,11,1,-,-,-,-,-,-,-,-,-,1,7,10,54,12,1,18,11,10,Saturday,Radio Telefís Éireann,0,1,0,11,0,0
1283,1283,Emor Shalom,"Chocolate, Menta, Mastik",Israel,Jerusalem,1976,The Hague,Ehud Manor,Matti Caspi,18,3,0,-,-,-,-,-,-,-,-,-,1,4,6,77,10,1,18,15,10,Saturday,IBA,0,1,1,3,0,0
1284,1284,We'll Live It All Again,Romina and Al Bano,Italy,Rome,1976,The Hague,"Al Bano, Romina Power",Detto Mariano,18,21,1,-,-,-,-,-,-,-,-,-,1,13,7,69,12,1,18,11,10,Saturday,Radio Audizioni Italiane,0,1,2,19,0,0
1285,1285,Chansons Pour Ceux Qui S'aiment,Jürgen Marcus,Luxembourg,Luxembourg,1976,The Hague,"Vline Buggy, Fred Jay",Jack White,18,20,4,-,-,-,-,-,-,-,-,-,1,5,14,17,6,5,18,3,10,Saturday,CLT,0,1,2,18,0,0
1286,1286,"Toi, La Musique Et Moi",Mary Christy,Monaco,Monaco,1976,The Hague,Gilbert Sinoué,"Georges Costa, André Bars",18,17,1,-,-,-,-,-,-,-,-,-,1,16,3,93,12,2,18,15,10,Saturday,TMC,0,2,1,17,0,1
1287,1287,The Party's Over Now,Sandra Reemer,Netherlands,Amsterdam,1976,The Hague,-,Hans van Hemert,18,21,4,-,-,-,-,-,-,-,-,-,1,8,9,56,8,1,18,14,10,Saturday,Nederlandse Omroep Stichting,0,1,0,19,1,0
1288,1288,Mata Hari,Anne-Karine Ström,Norway,Oslo,1976,The Hague,Philip Kruse,Frode Thingnæs,18,15,0,-,-,-,-,-,-,-,-,-,1,9,18,7,4,3,18,2,10,Saturday,Norsk rikskringkasting,0,1,1,15,0,0
1289,1289,Uma Flor De Verde Pinho,Carlos do Carmo,Portugal,Lisbon,1976,The Hague,Manuel Alégre,José Niza,18,11,0,-,-,-,-,-,-,-,-,-,1,15,12,24,12,1,18,5,10,Saturday,Radiotelevisão Portuguesa,0,1,1,11,0,0
1290,1290,Sobran Las Palabras,Braulio,Spain,Madrid,1976,The Hague,-,Braulio,18,15,2,-,-,-,-,-,-,-,-,-,1,12,16,11,3,1,18,5,10,Saturday,Televisión Española,0,1,0,15,0,0
1291,1291,"Djambo, Djambo","Peter, Sue and Marc",Switzerland,Bern,1976,The Hague,-,Peter Reber,18,21,1,-,-,-,-,-,-,-,-,-,1,2,4,91,12,1,18,16,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,0,19,0,0
1292,1292,Save Your Kisses For Me,Brotherhood of Man,United Kingdom,London,1976,The Hague,-,"Tony Hiller, Lee Sheriden, Martin Lee",18,18,2,-,-,-,-,-,-,-,-,-,1,1,1,164,12,3,18,17,10,Saturday,British Broadcasting Corporation,0,3,0,18,0,1
1293,1293,Ne Mogu Skriti Svoju Bol,Ambasadori,Yugoslavia,Belgrade,1976,The Hague,Slobodan Djurasovic,Slobodan Vujovic,18,15,0,-,-,-,-,-,-,-,-,-,1,18,17,10,4,1,18,4,10,Saturday,JRT,0,1,1,15,0,0
1294,1294,Gelukkig Zijn,Ann Christy,Belgium,Brussels,1975,Stockholm,-,Mary Boduin,19,20,0,-,-,-,-,-,-,-,-,-,1,11,15,17,7,2,19,4,10,Saturday,BRT,0,1,0,18,0,0
1295,1295,Old Man Fiddle,Pihasoittajat,Finland,Helsinki,1975,Stockholm,Hannu Karlsson,Kim Kuusi,19,13,0,-,-,-,-,-,-,-,-,-,1,15,7,74,12,1,19,11,10,Saturday,Yleisradio,0,1,1,13,0,0
1296,1296,Et Bonjour à Toi L'artiste,Nicole Rieu,France,Paris,1975,Stockholm,-,"Pierre Delanoë, Jeff Barnel",19,19,4,-,-,-,-,-,-,-,-,-,1,3,4,91,12,1,19,13,10,Saturday,TF1,0,2,0,17,0,0
1297,1297,Ein Lied Kann Eine Brücke Sein,Joy Fleming,Germany,Berlin,1975,Stockholm,Michael Holm,Rainer Pietsch,19,20,0,-,-,-,-,-,-,-,-,-,1,4,17,15,8,3,19,3,10,Saturday,ARD,0,1,1,18,0,0
1298,1298,That's What Friends Are For,The Swarbriggs,Ireland,Dublin,1975,Stockholm,-,"Jimmy Swarbrigg, Tommy Swarbrigg",19,10,1,-,-,-,-,-,-,-,-,-,1,2,9,68,12,1,19,13,10,Saturday,Radio Telefís Éireann,0,2,0,10,0,0
1299,1299,At Ve'ani,Shlomo Artzi,Israel,Jerusalem,1975,Stockholm,Ehud Manor,Shlomo Artzi,19,2,0,-,-,-,-,-,-,-,-,-,1,12,11,40,10,1,19,13,10,Saturday,IBA,0,1,1,2,0,0
1300,1300,Era,Wess and Dori Ghezzi,Italy,Rome,1975,Stockholm,Andrea lo Vecchio,Shel Shapiro,19,20,1,-,-,-,-,-,-,-,-,-,1,19,3,115,12,1,19,17,10,Saturday,Radio Audizioni Italiane,0,1,1,18,0,1
1301,1301,Toi,Géraldine,Luxembourg,Luxembourg,1975,Stockholm,"Pierre Cour, Bill Martin, Phil Coulter","Bill Martin, Phil Coulter",19,19,4,-,-,-,-,-,-,-,-,-,1,5,5,84,12,3,19,13,10,Saturday,CLT,0,2,3,17,0,0
1302,1302,Singing This Song,Renato,Malta,Valletta,1975,Stockholm,M. Idris Misfud,Sammy Galea,19,2,0,-,-,-,-,-,-,-,-,-,1,10,12,32,8,1,19,9,10,Saturday,MTPBS,0,1,1,2,0,0
1303,1303,Une Chanson C'est Une Lettre,Sophie,Monaco,Monaco,1975,Stockholm,Boris Bergman,André Popp,19,16,1,-,-,-,-,-,-,-,-,-,1,14,13,22,5,1,19,8,10,Saturday,TMC,0,1,1,16,0,0
1304,1304,Ding-A-Dong,Teach-In,Netherlands,Amsterdam,1975,Stockholm,"Will Luikinga, Eddy Ouwens",Dick Bakker,19,20,3,-,-,-,-,-,-,-,-,-,1,1,1,152,12,1,19,18,10,Saturday,Nederlandse Omroep Stichting,0,1,2,18,0,1
1305,1305,You Touched My Life With Summer,Ellen Nikolaysen,Norway,Oslo,1975,Stockholm,-,Svein Hundnes,19,14,0,-,-,-,-,-,-,-,-,-,1,6,18,11,7,2,19,3,10,Saturday,Norsk rikskringkasting,0,1,0,14,0,0
1306,1306,Madrugada,Duarte Mendes,Portugal,Lisbon,1975,Stockholm,-,José Luis Tinoco,19,10,0,-,-,-,-,-,-,-,-,-,1,16,16,16,12,2,19,3,10,Saturday,Radiotelevisão Portuguesa,0,1,0,10,0,0
1307,1307,Tú Volverás,Sergio y Estíbaliz,Spain,Madrid,1975,Stockholm,-,Juan Carlos Calderón,19,14,2,-,-,-,-,-,-,-,-,-,1,17,10,53,8,3,19,11,10,Saturday,Televisión Española,0,1,0,14,0,0
1308,1308,"Jennie, Jennie",Lars Berghagen and the Dolls,Sweden,Stockholm,1975,Stockholm,-,Lars Berghagen,19,15,1,-,-,-,-,-,-,-,-,-,1,18,8,72,8,1,19,13,10,Saturday,SR,0,1,0,15,1,0
1309,1309,Mikado,Simone Drexel,Switzerland,Bern,1975,Stockholm,-,Simone Drexel,19,20,1,-,-,-,-,-,-,-,-,-,1,7,6,77,12,1,19,14,10,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,0,18,0,0
1310,1310,Seninle Bir Dakika,Semiha Yanki,Turkey,Ankara,1975,Stockholm,Hikmet Munir Ebcioglu,Kemal Ebcioglu,19,0,0,-,-,-,-,-,-,-,-,-,1,13,19,3,3,3,19,1,10,Saturday,TRT,0,1,1,0,0,0
1311,1311,Let Me Be The One,The Shadows,United Kingdom,London,1975,Stockholm,-,Paul Curtis,19,17,2,-,-,-,-,-,-,-,-,-,1,9,2,138,12,3,19,17,10,Saturday,British Broadcasting Corporation,0,1,0,17,0,1
1312,1312,Dan Ljubezni,Pepel In Kri,Yugoslavia,Belgrade,1975,Stockholm,Dusan Velkaverh,Tadej Hrusovar,19,14,0,-,-,-,-,-,-,-,-,-,1,8,13,22,7,1,19,6,10,Saturday,JRT,0,1,1,14,0,0
1313,1313,Fleur De Liberté,Jacques Hustin,Belgium,Brussels,1974,Brighton,Franck F. Gérald,Jacques Hustin,17,19,0,-,-,-,-,-,-,-,-,-,1,11,9,10,5,2,17,3,9,Saturday,RTB,0,1,1,17,0,0
1314,1314,Äla Mene Pois (Keep Me Warm),Carita,Finland,Helsinki,1974,Brighton,Hector,Eero Koivistoinen,17,12,0,-,-,-,-,-,-,-,-,-,1,1,13,4,2,1,17,3,5,Saturday,Yleisradio,0,1,1,12,0,0
1315,1315,Die Sommermelodie,Cindy und Bert,Germany,Berlin,1974,Brighton,Kurt Feltz,Werner Scharfenberger,17,19,0,-,-,-,-,-,-,-,-,-,1,14,14,3,1,1,17,3,7,Saturday,ARD,0,1,1,17,0,0
1316,1316,"Krassi, Thalassa Ke T'agori Mou",Marinella,Greece,Athens,1974,Brighton,Pythagoras,George Katsaros,17,0,0,-,-,-,-,-,-,-,-,-,1,5,11,7,4,1,17,3,5,Saturday,Elliniki Radiophonia Tileorassi,0,1,1,0,0,0
1317,1317,Cross Your Heart,Tina,Ireland,Dublin,1974,Brighton,-,Paul Lyttle,17,9,1,-,-,-,-,-,-,-,-,-,1,13,7,11,2,1,17,7,8,Saturday,Radio Telefís Éireann,0,1,0,9,0,0
1318,1318,Natati La Khaiai,Poogy,Israel,Jerusalem,1974,Brighton,"Dani Sanderson, Alon Oleartchick",Dani Sanderson,17,1,0,-,-,-,-,-,-,-,-,-,1,6,7,11,3,1,17,6,7,Saturday,IBA,0,1,2,1,0,0
1319,1319,Si,Gigliola Cinquetti,Italy,Rome,1974,Brighton,-,"Mario Panzeri, Danielle Pace, Laurenzo Pilat, Carrado Conti",17,19,1,-,-,-,-,-,-,-,-,-,1,17,2,18,5,1,17,9,4,Saturday,Radio Audizioni Italiane,1,4,0,17,0,1
1320,1320,"Bye, Bye, I Love You",Ireen Sheer,Luxembourg,Luxembourg,1974,Brighton,"Michael Kunze, Humbert Ibach",Ralph Siegel,17,18,4,-,-,-,-,-,-,-,-,-,1,9,4,14,3,1,17,9,6,Saturday,CLT,0,1,2,16,1,0
1321,1321,Celui Qui Reste Et Celui Qui S'en Va,Romuald,Monaco,Monaco,1974,Brighton,Michael Jourdan,Jean-Pierre Bourtayre,17,15,1,-,-,-,-,-,-,-,-,-,1,10,4,14,2,1,17,10,5,Saturday,TMC,0,1,1,15,0,0
1322,1322,I See A Star,Mouth and MacNeal,Netherlands,Amsterdam,1974,Brighton,-,Hans van Hemert,17,19,3,-,-,-,-,-,-,-,-,-,1,12,3,15,3,1,17,10,4,Saturday,Nederlandse Omroep Stichting,0,1,0,17,0,1
1323,1323,The First Day Of Love,Anne-Karine Ström and the Bendik Singers,Norway,Oslo,1974,Brighton,Philip Kruse,Frode Thingnæs,17,13,0,-,-,-,-,-,-,-,-,-,1,4,14,3,1,1,17,3,6,Saturday,Norsk rikskringkasting,0,1,1,13,0,0
1324,1324,E Depois Do Adeus,Paulo de Carvalho,Portugal,Lisbon,1974,Brighton,José Niza,José Calvário,17,9,0,-,-,-,-,-,-,-,-,-,1,16,14,3,2,1,17,2,8,Saturday,Radiotelevisão Portuguesa,0,1,1,9,0,0
1325,1325,Canta Y Se Feliz,Peret,Spain,Madrid,1974,Brighton,-,Pedro Pubill Calaf,17,13,2,-,-,-,-,-,-,-,-,-,1,3,9,10,3,1,17,6,7,Saturday,Televisión Española,0,1,0,13,0,0
1326,1326,Waterloo,ABBA,Sweden,Stockholm,1974,Brighton,Stig Anderson,"Benny Andersson, Björn Ulvæus",17,14,0,-,-,-,-,-,-,-,-,-,1,8,1,24,5,1,17,11,6,Saturday,SR,4,2,1,14,0,1
1327,1327,Mein Ruf Nach Dir,Piera Martell,Switzerland,Bern,1974,Brighton,-,Pepe Ederer,17,19,1,-,-,-,-,-,-,-,-,-,1,15,14,3,1,1,17,3,5,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,0,17,0,0
1328,1328,Long Live Love,Olivia Newton-John,United Kingdom,London,1974,Brighton,-,"Valerie Avon, Harold Spiro",17,16,2,-,-,-,-,-,-,-,-,-,1,2,4,14,4,1,17,8,5,Saturday,British Broadcasting Corporation,0,2,0,16,0,0
1329,1329,Generacija 42,Korni,Yugoslavia,Belgrade,1974,Brighton,-,Kornelije Kovac,17,13,0,-,-,-,-,-,-,-,-,-,1,7,12,6,2,1,17,5,4,Saturday,JRT,0,1,0,13,0,0
1330,1330,"Baby, Baby",Nicole and Hugo,Belgium,Brussels,1973,Luxembourg,Erik Marijsse,Ignace Baert,17,18,0,-,-,-,-,-,-,-,-,-,1,2,17,58,6,2,17,16,16,Saturday,BRT,0,1,1,16,0,0
1331,1331,Tom Tom Tom,Marion Rung,Finland,Helsinki,1973,Luxembourg,-,Rauno Lehtinen,17,11,0,-,-,-,-,-,-,-,-,-,1,1,6,93,9,2,17,16,16,Saturday,Yleisradio,0,1,0,11,0,0
1332,1332,Sans Toi,Martine Clémenceau,France,Paris,1973,Luxembourg,Anne Gregory,Paul Koulak,17,18,4,-,-,-,-,-,-,-,-,-,1,16,15,65,7,2,17,16,16,Saturday,ORTF,0,1,1,16,0,0
1333,1333,Junger Tag,Gitte,Germany,Berlin,1973,Luxembourg,Stephan Lego,Günther-Eric Thöner,17,18,0,-,-,-,-,-,-,-,-,-,1,4,8,85,9,2,17,16,16,Saturday,ARD,0,1,1,16,0,0
1334,1334,Do I Dream?,Maxi,Ireland,Dublin,1973,Luxembourg,-,"Jack Brierley, George F. Crosby",17,8,1,-,-,-,-,-,-,-,-,-,1,14,10,80,7,2,17,16,16,Saturday,Radio Telefís Éireann,0,2,0,8,0,0
1335,1335,Ey-sham,Ilanit,Israel,Jerusalem,1973,Luxembourg,Ehud Manor,Nurit Hirsh,17,0,0,-,-,-,-,-,-,-,-,-,1,17,4,97,8,4,17,16,16,Saturday,IBA,0,1,1,0,0,0
1336,1336,Chi Sarà Con Te,Massimo Ranieri,Italy,Rome,1973,Luxembourg,Giancarlo Bigazzi,"Federico Polito, Gaetano Savio",17,18,1,-,-,-,-,-,-,-,-,-,1,10,13,74,7,2,17,16,16,Saturday,Radio Audizioni Italiane,0,2,1,16,0,0
1337,1337,Tu Te Reconnaîtras,Anne-Marie David,Luxembourg,Luxembourg,1973,Luxembourg,Vline Buggy,Claude Morgan,17,17,3,-,-,-,-,-,-,-,-,-,1,11,1,129,10,6,17,16,16,Saturday,CLT,0,1,1,15,1,1
1338,1338,Un Train Qui Part,Marie,Monaco,Monaco,1973,Luxembourg,Boris Bergman,Bernard Liamis,17,14,1,-,-,-,-,-,-,-,-,-,1,6,8,85,9,2,17,16,16,Saturday,TMC,0,1,1,14,0,0
1339,1339,De Oude Muzikant,Ben Cramer,Netherlands,Amsterdam,1973,Luxembourg,-,Pierre Kartner,17,18,3,-,-,-,-,-,-,-,-,-,1,13,14,69,7,2,17,16,16,Saturday,Nederlandse Omroep Stichting,0,1,0,16,0,0
1340,1340,It's Just A Game,Bendik Singers,Norway,Oslo,1973,Luxembourg,-,Arne Bendiksen,17,12,0,-,-,-,-,-,-,-,-,-,1,5,7,89,9,3,17,16,16,Saturday,Norsk rikskringkasting,0,1,0,12,0,0
1341,1341,Tourada,Fernando Tordo,Portugal,Lisbon,1973,Luxembourg,José Carlos Ary dos Santos,Fernando Tordo,17,8,0,-,-,-,-,-,-,-,-,-,1,3,10,80,8,2,17,16,16,Saturday,Radiotelevisão Portuguesa,0,1,1,8,0,0
1342,1342,Eres Tú,Mocedades,Spain,Madrid,1973,Luxembourg,-,Juan Carlos Calderón,17,12,2,-,-,-,-,-,-,-,-,-,1,7,2,125,10,3,17,16,16,Saturday,Televisión Española,0,1,0,12,0,1
1343,1343,You're Summer,The Nova and The Dolls,Sweden,Stockholm,1973,Luxembourg,Lars Forssell,"Monica Dominique, Carl-Axel Dominique",17,13,0,-,-,-,-,-,-,-,-,-,1,12,5,94,9,4,17,16,16,Saturday,SR,0,2,1,13,0,0
1344,1344,"Je Me Vais Marier, Marie",Patrick Juvet,Switzerland,Bern,1973,Luxembourg,Pierre Delanoë,Patrick Juvet,17,18,1,-,-,-,-,-,-,-,-,-,1,8,12,79,8,2,17,16,16,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,1,16,0,0
1345,1345,Power To All Our Friends,Cliff Richard,United Kingdom,London,1973,Luxembourg,-,"Guy Fletcher, Doug Flett",17,15,2,-,-,-,-,-,-,-,-,-,1,15,3,123,10,4,17,16,16,Saturday,British Broadcasting Corporation,0,2,0,15,0,1
1346,1346,Gori Vatra,Zdravko Colic,Yugoslavia,Belgrade,1973,Luxembourg,-,Kemal Monteno,17,12,0,-,-,-,-,-,-,-,-,-,1,9,15,65,8,2,17,16,16,Saturday,JRT,0,1,0,12,0,0
1347,1347,Falter Im Wind,The Milestones,Austria,Vienna,1972,Edinburgh,Heinz Unger,"Richard Schönherz, Manuel Rigoni",18,13,1,-,-,-,-,-,-,-,-,-,1,11,5,100,10,3,18,17,17,Saturday,Österreichischer Rundfunk,0,2,1,13,0,0
1348,1348,À La Folie Ou Pas Du Tout,Serge and Christine Ghisoland,Belgium,Brussels,1972,Edinburgh,Daniël Nelis,"Daniël Nelis, Bob Milan",18,17,0,-,-,-,-,-,-,-,-,-,1,16,17,55,6,2,18,17,17,Saturday,Radio télévision belge de la communauté française,0,2,1,15,0,0
1349,1349,Muistathan,Päivi Paunu and Kim Floor,Finland,Helsinki,1972,Edinburgh,Juha Flinck,"Juha Flinck, Nacke Johansson",18,10,0,-,-,-,-,-,-,-,-,-,1,10,12,78,8,3,18,17,17,Saturday,Yleisradio,0,2,1,10,0,0
1350,1350,Comé-comédie,Betty Mars,France,Paris,1972,Edinburgh,-,Frédéric Botton,18,17,4,-,-,-,-,-,-,-,-,-,1,2,11,81,9,2,18,17,17,Saturday,ORTF,0,1,0,15,0,0
1351,1351,Nur Die Liebe Läßt Uns Leben,Mary Roos,Germany,Berlin,1972,Edinburgh,Joachim Relin,Joachim Heider,18,17,0,-,-,-,-,-,-,-,-,-,1,1,3,107,9,4,18,17,17,Saturday,ARD,0,1,1,15,0,1
1352,1352,Ceol On Ghrá,Sandie Jones,Ireland,Dublin,1972,Edinburgh,Liam MacUistin,Joe Burkett,18,7,1,-,-,-,-,-,-,-,-,-,1,3,15,72,6,3,18,17,17,Saturday,Radio Telefís Éireann,0,1,1,7,0,0
1353,1353,I Giorni Dell' Arcobaleno,Nicola di Bari,Italy,Rome,1972,Edinburgh,Dalmazio Masini,"Piero Pintucci, Nicola di Bari",18,17,1,-,-,-,-,-,-,-,-,-,1,12,6,92,9,2,18,17,17,Saturday,Radio Audizioni Italiane,0,2,1,15,0,0
1354,1354,Après Toi,Vicky Leandros,Luxembourg,Luxembourg,1972,Edinburgh,"Klaus Munro, Yves Dessca","Mario Panas, Klaus Munro",18,16,2,-,-,-,-,-,-,-,-,-,1,17,1,128,10,2,18,17,17,Saturday,CLT,0,2,2,14,0,1
1355,1355,L-imhabba,Helen and Joseph,Malta,Valletta,1972,Edinburgh,Albert Cassola,Charles Camilleri,18,1,0,-,-,-,-,-,-,-,-,-,1,9,18,48,6,2,18,17,17,Saturday,MTPBS,0,1,1,1,0,0
1356,1356,Comme On S'aime,Anne-Marie Godart and Peter MacLane,Monaco,Monaco,1972,Edinburgh,Jean Drejac,Raymond Bernard,18,13,1,-,-,-,-,-,-,-,-,-,1,15,16,65,6,2,18,17,17,Saturday,TMC,0,1,1,13,1,0
1357,1357,Als Het Om De Liefde Gaat,Sandra and Andres,Netherlands,Amsterdam,1972,Edinburgh,Hans van Hemert,Dries Holten,18,17,3,-,-,-,-,-,-,-,-,-,1,18,4,106,9,2,18,17,17,Saturday,Nederlandse Omroep Stichting,0,1,1,15,0,0
1358,1358,Småting,Grethe Kausland and Benny Borg,Norway,Oslo,1972,Edinburgh,-,"Kåre Grøttum, Ivar Børsum",18,11,0,-,-,-,-,-,-,-,-,-,1,6,14,73,7,2,18,17,17,Saturday,Norsk rikskringkasting,0,2,0,11,0,0
1359,1359,A Festa Da Vida,Carlos Mendes,Portugal,Lisbon,1972,Edinburgh,José Niza,José Calvário,18,7,0,-,-,-,-,-,-,-,-,-,1,7,7,90,10,2,18,17,17,Saturday,Radiotelevisão Portuguesa,0,1,1,7,0,0
1360,1360,Amanece,Jaime Morey,Spain,Madrid,1972,Edinburgh,Ramón Arcusa,Augusto Algueró,18,11,2,-,-,-,-,-,-,-,-,-,1,4,10,83,8,2,18,17,17,Saturday,Televisión Española,0,1,1,11,0,0
1361,1361,Härliga Sommardag,Family Four,Sweden,Stockholm,1972,Edinburgh,-,Håkan Elmquist,18,12,0,-,-,-,-,-,-,-,-,-,1,14,13,75,7,2,18,17,17,Saturday,SR,0,1,0,12,0,0
1362,1362,C'est La Chanson De Mon Amour,Véronique Müller,Switzerland,Bern,1972,Edinburgh,Catherine Desage,Véronique Müller,18,17,1,-,-,-,-,-,-,-,-,-,1,8,8,88,8,2,18,17,17,Saturday,Schweizerische Radio- und Fernsehgesellschaft,0,1,1,15,0,0
1363,1363,"Beg, Steal Or Borrow",The New Seekers,United Kingdom,London,1972,Edinburgh,-,"Tony Cole, Graeme Hall, Steve Wolfe",18,14,2,-,-,-,-,-,-,-,-,-,1,5,2,114,10,2,18,17,17,Saturday,British Broadcasting Corporation,0,3,0,14,0,1
1364,1364,Muzika I Ti,Tereza,Yugoslavia,Belgrade,1972,Edinburgh,Ivica Krajac,Nikica Kalogjera,18,11,0,-,-,-,-,-,-,-,-,-,1,13,9,87,9,2,18,17,17,Saturday,JRT,0,1,1,11,0,0
1365,1365,Musik,Marianne Mendt,Austria,Vienna,1971,Dublin,-,"Richard Schönherz, Manuel Rigoni",18,12,1,-,-,-,-,-,-,-,-,-,1,1,16,66,7,2,18,17,17,Saturday,Österreichischer Rundfunk,0,2,0,12,0,0
1366,1366,"Goeie Morgen, Morgen",Lily Castel and Jacques Raymond,Belgium,Brussels,1971,Dublin,Phil van Cauwenbergh,Paul Quintens,18,16,0,-,-,-,-,-,-,-,-,-,1,10,14,68,6,2,18,17,17,Saturday,BRT,0,1,1,14,0,0
1367,1367,Tie Uuteen Päivään,Markku Aro and Koivisto Sisters,Finland,Helsinki,1971,Dublin,-,Rauno Lehtinen,18,9,0,-,-,-,-,-,-,-,-,-,1,17,8,84,10,2,18,17,17,Saturday,Yleisradio,0,1,0,9,0,0
1368,1368,Un Jardin Sur La Terre,Serge Lama,France,Paris,1971,Dublin,"Henri Dijan, Jacques Demarny",Alice Dona,18,16,4,-,-,-,-,-,-,-,-,-,1,7,10,82,9,2,18,17,17,Saturday,ORTF,0,1,2,14,0,0
1369,1369,Diese Welt,Katja Ebstein,Germany,Berlin,1971,Dublin,Fred Jay,Dieter Zimmermann,18,16,0,-,-,-,-,-,-,-,-,-,1,5,3,100,8,2,18,17,17,Saturday,ARD,0,1,1,14,0,1
1370,1370,One Day Love,Angela Farrell,Ireland,Dublin,1971,Dublin,-,"Donald Martin, Ita Flynn",18,6,1,-,-,-,-,-,-,-,-,-,1,13,11,79,7,2,18,17,17,Saturday,Radio Telefís Éireann,0,2,0,6,1,0
1371,1371,L'amore è Un Attimo,Massimo Ranieri,Italy,Rome,1971,Dublin,"Gaetano Savio, Giancarlo Bigazzi",Federico Polito,18,16,1,-,-,-,-,-,-,-,-,-,1,11,5,91,9,2,18,17,17,Saturday,Radio Audizioni Italiane,0,1,2,14,0,0
1372,1372,"Pomme, Pomme, Pomme",Monique Melsen,Luxembourg,Luxembourg,1971,Dublin,Pierre Cour,Hubert Giraud,18,15,2,-,-,-,-,-,-,-,-,-,1,8,13,70,7,2,18,17,17,Saturday,CLT,0,1,1,13,0,0
1373,1373,Marija L-maltija,Joe Grech,Malta,Valletta,1971,Dublin,Charles Misfud,Joe Grech,18,0,0,-,-,-,-,-,-,-,-,-,1,2,18,52,5,2,18,17,17,Saturday,MTPBS,0,1,1,0,0,0
